"","accession","categories"
"3263","T3D0964","FoodToxin"
"3264","T3D0964","SyntheticToxin"
"3265","T3D0966","Pesticide"
"3266","T3D0966","SyntheticToxin"
"3267","T3D0967","Pesticide"
"3268","T3D0967","SyntheticToxin"
"3269","T3D0968","Pesticide"
"3270","T3D0968","SyntheticToxin"
"3271","T3D0969","Pesticide"
"3272","T3D0969","HouseholdToxin"
"3273","T3D0969","SyntheticToxin"
"3274","T3D0970","Pesticide"
"3275","T3D0970","SyntheticToxin"
"3276","T3D0971","Pesticide"
"3277","T3D0971","SyntheticToxin"
"3278","T3D0972","Pesticide"
"3279","T3D0972","SyntheticToxin"
"3280","T3D0973","Pesticide"
"3281","T3D0973","SyntheticToxin"
"3282","T3D0974","Pesticide"
"3283","T3D0974","SyntheticToxin"
"3284","T3D0975","Pesticide"
"3285","T3D0975","SyntheticToxin"
"3286","T3D0976","Pesticide"
"3287","T3D0976","SyntheticToxin"
"3288","T3D0977","Pesticide"
"3289","T3D0977","FoodToxin"
"3290","T3D0977","SyntheticToxin"
"3291","T3D0978","Pesticide"
"3292","T3D0978","SyntheticToxin"
"3293","T3D0979","Pesticide"
"3294","T3D0979","SyntheticToxin"
"3295","T3D0980","Pesticide"
"3296","T3D0980","SyntheticToxin"
"3297","T3D0981","Pesticide"
"3298","T3D0981","SyntheticToxin"
"3299","T3D0982","Pesticide"
"3300","T3D0982","SyntheticToxin"
"3301","T3D0983","Pesticide"
"3302","T3D0983","SyntheticToxin"
"3303","T3D0984","Pesticide"
"3304","T3D0984","FoodToxin"
"3305","T3D0984","SyntheticToxin"
"3306","T3D0985","Pesticide"
"3307","T3D0985","SyntheticToxin"
"3308","T3D0986","Pesticide"
"3309","T3D0986","SyntheticToxin"
"3310","T3D0987","Pesticide"
"3311","T3D0987","SyntheticToxin"
"3312","T3D0988","Pesticide"
"3313","T3D0988","SyntheticToxin"
"3314","T3D0989","Pesticide"
"3315","T3D0989","SyntheticToxin"
"3316","T3D0990","Pesticide"
"3317","T3D0990","SyntheticToxin"
"3318","T3D0991","Pesticide"
"3319","T3D0991","SyntheticToxin"
"3320","T3D0992","Pesticide"
"3321","T3D0992","SyntheticToxin"
"3322","T3D0993","Pesticide"
"3323","T3D0993","SyntheticToxin"
"3324","T3D0994","Pesticide"
"3325","T3D0994","SyntheticToxin"
"3326","T3D0995","Pesticide"
"3327","T3D0995","SyntheticToxin"
"3328","T3D0996","Pesticide"
"3329","T3D0996","SyntheticToxin"
"3330","T3D0998","Pesticide"
"3331","T3D0998","SyntheticToxin"
"3332","T3D0999","Pesticide"
"3333","T3D0999","SyntheticToxin"
"3334","T3D1000","Pesticide"
"3335","T3D1000","SyntheticToxin"
"3336","T3D1001","Pesticide"
"3337","T3D1001","SyntheticToxin"
"3338","T3D1002","Pesticide"
"3339","T3D1002","SyntheticToxin"
"3340","T3D1003","Pesticide"
"3341","T3D1003","HouseholdToxin"
"3342","T3D1003","Pollutant"
"3343","T3D1003","AirbornePollutant"
"3344","T3D1003","SyntheticToxin"
"3345","T3D1004","Pesticide"
"3346","T3D1004","SyntheticToxin"
"3347","T3D1005","Pesticide"
"3348","T3D1005","SyntheticToxin"
"3349","T3D1006","Pesticide"
"3350","T3D1006","SyntheticToxin"
"3351","T3D1007","Pesticide"
"3352","T3D1007","SyntheticToxin"
"3353","T3D1008","Pesticide"
"3354","T3D1008","SyntheticToxin"
"3355","T3D1009","Pesticide"
"3356","T3D1009","SyntheticToxin"
"3357","T3D1010","Pesticide"
"3358","T3D1010","SyntheticToxin"
"3359","T3D1011","Pesticide"
"3360","T3D1011","SyntheticToxin"
"3361","T3D1012","Pesticide"
"3362","T3D1012","SyntheticToxin"
"3363","T3D1013","Pesticide"
"3364","T3D1013","SyntheticToxin"
"3365","T3D1014","Pesticide"
"3366","T3D1014","SyntheticToxin"
"3367","T3D1015","Pesticide"
"3368","T3D1015","SyntheticToxin"
"3369","T3D1016","Pesticide"
"3370","T3D1016","SyntheticToxin"
"3371","T3D1017","Pesticide"
"3372","T3D1017","HouseholdToxin"
"3373","T3D1017","SyntheticToxin"
"3374","T3D1018","Pesticide"
"3375","T3D1018","SyntheticToxin"
"3376","T3D1020","Pesticide"
"3377","T3D1020","SyntheticToxin"
"3378","T3D1021","Pesticide"
"3379","T3D1021","SyntheticToxin"
"3380","T3D1022","Pesticide"
"3381","T3D1022","SyntheticToxin"
"3382","T3D1023","Pesticide"
"3383","T3D1023","Pollutant"
"3384","T3D1023","SyntheticToxin"
"3385","T3D1024","Pesticide"
"3386","T3D1024","HouseholdToxin"
"3387","T3D1024","SyntheticToxin"
"3388","T3D1025","Pesticide"
"3389","T3D1025","HouseholdToxin"
"3390","T3D1025","SyntheticToxin"
"3391","T3D1026","Pesticide"
"3392","T3D1026","HouseholdToxin"
"3393","T3D1026","SyntheticToxin"
"3394","T3D1027","Pesticide"
"3395","T3D1027","HouseholdToxin"
"3396","T3D1027","SyntheticToxin"
"3397","T3D1028","Pesticide"
"3398","T3D1028","HouseholdToxin"
"3399","T3D1028","SyntheticToxin"
"3400","T3D1029","Pesticide"
"3401","T3D1029","HouseholdToxin"
"3402","T3D1029","SyntheticToxin"
"3403","T3D1030","Pesticide"
"3404","T3D1030","HouseholdToxin"
"3405","T3D1030","SyntheticToxin"
"3406","T3D1031","Pesticide"
"3407","T3D1031","HouseholdToxin"
"3408","T3D1031","SyntheticToxin"
"3409","T3D1032","Pesticide"
"3410","T3D1032","HouseholdToxin"
"3411","T3D1032","SyntheticToxin"
"3412","T3D1033","Pesticide"
"3413","T3D1033","HouseholdToxin"
"3414","T3D1033","SyntheticToxin"
"3415","T3D1034","Pesticide"
"3416","T3D1034","HouseholdToxin"
"3417","T3D1034","SyntheticToxin"
"3418","T3D1035","Pesticide"
"3419","T3D1035","HouseholdToxin"
"3420","T3D1035","SyntheticToxin"
"3421","T3D1036","Pesticide"
"3422","T3D1036","HouseholdToxin"
"3423","T3D1036","SyntheticToxin"
"3424","T3D1037","Pesticide"
"3425","T3D1037","HouseholdToxin"
"3426","T3D1037","FoodToxin"
"3427","T3D1037","SyntheticToxin"
"3428","T3D1039","Pesticide"
"3429","T3D1039","HouseholdToxin"
"3430","T3D1039","SyntheticToxin"
"3431","T3D1041","Pesticide"
"3432","T3D1041","HouseholdToxin"
"3433","T3D1041","BacterialToxin"
"3434","T3D1041","NaturalToxin"
"3435","T3D1042","Pesticide"
"3436","T3D1042","BacterialToxin"
"3437","T3D1042","NaturalToxin"
"3438","T3D1043","Pesticide"
"3439","T3D1043","BacterialToxin"
"3440","T3D1043","NaturalToxin"
"3441","T3D1044","Pesticide"
"3442","T3D1044","BacterialToxin"
"3443","T3D1044","NaturalToxin"
"3444","T3D1045","Pesticide"
"3445","T3D1045","SyntheticToxin"
"3446","T3D1046","Pesticide"
"3447","T3D1046","SyntheticToxin"
"3448","T3D1047","Pesticide"
"3449","T3D1047","SyntheticToxin"
"3450","T3D1048","Pesticide"
"3451","T3D1048","SyntheticToxin"
"3452","T3D1049","Pesticide"
"3453","T3D1049","SyntheticToxin"
"3454","T3D1050","Pesticide"
"3455","T3D1050","SyntheticToxin"
"3456","T3D1051","Pesticide"
"3457","T3D1051","SyntheticToxin"
"3458","T3D1052","Pesticide"
"3459","T3D1052","SyntheticToxin"
"3460","T3D1053","Pesticide"
"3461","T3D1053","SyntheticToxin"
"3462","T3D1054","Pesticide"
"3463","T3D1054","SyntheticToxin"
"3464","T3D1055","Pesticide"
"3465","T3D1055","SyntheticToxin"
"3466","T3D1056","Pesticide"
"3467","T3D1056","SyntheticToxin"
"3468","T3D1058","Pesticide"
"3469","T3D1058","SyntheticToxin"
"3470","T3D1059","Pesticide"
"3471","T3D1059","SyntheticToxin"
"3472","T3D1060","Pesticide"
"3473","T3D1060","SyntheticToxin"
"3474","T3D1061","Pesticide"
"3475","T3D1061","SyntheticToxin"
"3476","T3D1062","Pesticide"
"3477","T3D1062","SyntheticToxin"
"3478","T3D1064","Pesticide"
"3479","T3D1064","SyntheticToxin"
"3480","T3D1065","Pesticide"
"3481","T3D1065","SyntheticToxin"
"3482","T3D1066","Pesticide"
"3483","T3D1066","SyntheticToxin"
"3484","T3D1067","Pesticide"
"3485","T3D1067","SyntheticToxin"
"3486","T3D1069","Pesticide"
"3487","T3D1069","SyntheticToxin"
"3488","T3D1076","Pesticide"
"3489","T3D1076","SyntheticToxin"
"3490","T3D1084","Pesticide"
"3491","T3D1084","SyntheticToxin"
"3492","T3D1086","Pesticide"
"3493","T3D1086","SyntheticToxin"
"3494","T3D1087","Pesticide"
"3495","T3D1087","SyntheticToxin"
"3496","T3D1088","Pesticide"
"3497","T3D1088","HouseholdToxin"
"3498","T3D1088","FoodToxin"
"3499","T3D1088","SyntheticToxin"
"3500","T3D1089","Pesticide"
"3501","T3D1089","SyntheticToxin"
"3502","T3D1090","Pesticide"
"3503","T3D1090","HouseholdToxin"
"3504","T3D1090","FoodToxin"
"3505","T3D1090","SyntheticToxin"
"3506","T3D1091","Industrial/WorkplaceToxin"
"3507","T3D1091","SyntheticToxin"
"3508","T3D1092","Industrial/WorkplaceToxin"
"3509","T3D1092","SyntheticToxin"
"3510","T3D1093","Industrial/WorkplaceToxin"
"3511","T3D1093","SyntheticToxin"
"3512","T3D1094","Industrial/WorkplaceToxin"
"3513","T3D1094","SyntheticToxin"
"3514","T3D1095","Industrial/WorkplaceToxin"
"3515","T3D1095","SyntheticToxin"
"3516","T3D1097","Industrial/WorkplaceToxin"
"3517","T3D1097","Pollutant"
"3518","T3D1097","AirbornePollutant"
"3519","T3D1097","SyntheticToxin"
"3520","T3D1098","Industrial/WorkplaceToxin"
"3521","T3D1098","SyntheticToxin"
"3522","T3D1099","HouseholdToxin"
"3523","T3D1099","Industrial/WorkplaceToxin"
"3524","T3D1099","SyntheticToxin"
"3525","T3D1100","Industrial/WorkplaceToxin"
"3526","T3D1100","SyntheticToxin"
"3527","T3D1101","HouseholdToxin"
"3528","T3D1101","Industrial/WorkplaceToxin"
"3529","T3D1101","SyntheticToxin"
"3530","T3D1103","Industrial/WorkplaceToxin"
"3531","T3D1103","Pollutant"
"3532","T3D1103","AirbornePollutant"
"3533","T3D1103","SyntheticToxin"
"3534","T3D1104","Industrial/WorkplaceToxin"
"3535","T3D1104","SyntheticToxin"
"3536","T3D1105","Industrial/WorkplaceToxin"
"3537","T3D1105","SyntheticToxin"
"3538","T3D1107","Industrial/WorkplaceToxin"
"3539","T3D1107","NaturalToxin"
"3540","T3D1108","Industrial/WorkplaceToxin"
"3541","T3D1108","SyntheticToxin"
"3542","T3D1111","Industrial/WorkplaceToxin"
"3543","T3D1111","SyntheticToxin"
"3544","T3D1112","Industrial/WorkplaceToxin"
"3545","T3D1112","SyntheticToxin"
"3546","T3D1114","Industrial/WorkplaceToxin"
"3547","T3D1114","SyntheticToxin"
"3548","T3D1115","Industrial/WorkplaceToxin"
"3549","T3D1115","SyntheticToxin"
"3550","T3D1116","Industrial/WorkplaceToxin"
"3551","T3D1116","SyntheticToxin"
"3552","T3D1117","Industrial/WorkplaceToxin"
"3553","T3D1117","SyntheticToxin"
"3554","T3D1118","Industrial/WorkplaceToxin"
"3555","T3D1118","SyntheticToxin"
"3556","T3D1119","Pollutant"
"3557","T3D1119","AirbornePollutant"
"3558","T3D1119","FoodToxin"
"3559","T3D1119","SyntheticToxin"
"3560","T3D1120","Industrial/WorkplaceToxin"
"3561","T3D1120","SyntheticToxin"
"3562","T3D1121","Industrial/WorkplaceToxin"
"3563","T3D1121","SyntheticToxin"
"3564","T3D1122","HouseholdToxin"
"3565","T3D1122","Industrial/WorkplaceToxin"
"3566","T3D1122","SyntheticToxin"
"3567","T3D1123","Industrial/WorkplaceToxin"
"3568","T3D1123","NaturalToxin"
"3569","T3D1124","Industrial/WorkplaceToxin"
"3570","T3D1124","SyntheticToxin"
"3571","T3D1126","Industrial/WorkplaceToxin"
"3572","T3D1126","SyntheticToxin"
"3573","T3D1127","Industrial/WorkplaceToxin"
"3574","T3D1127","SyntheticToxin"
"3575","T3D1128","FoodToxin"
"3576","T3D1128","SyntheticToxin"
"3577","T3D1131","HouseholdToxin"
"3578","T3D1131","Pollutant"
"3579","T3D1131","AirbornePollutant"
"3580","T3D1131","FoodToxin"
"3581","T3D1131","SyntheticToxin"
"3582","T3D1134","HouseholdToxin"
"3583","T3D1134","Industrial/WorkplaceToxin"
"3584","T3D1134","Pollutant"
"3585","T3D1134","AirbornePollutant"
"3586","T3D1134","FoodToxin"
"3587","T3D1134","SyntheticToxin"
"3588","T3D1135","HouseholdToxin"
"3589","T3D1135","Pollutant"
"3590","T3D1135","AirbornePollutant"
"3591","T3D1135","FoodToxin"
"3592","T3D1135","NaturalToxin"
"3593","T3D1136","Industrial/WorkplaceToxin"
"3594","T3D1136","Pollutant"
"3595","T3D1136","AirbornePollutant"
"3596","T3D1136","FoodToxin"
"3597","T3D1136","SyntheticToxin"
"3598","T3D1137","Industrial/WorkplaceToxin"
"3599","T3D1137","Pollutant"
"3600","T3D1137","AirbornePollutant"
"3601","T3D1137","SyntheticToxin"
"3602","T3D1138","HouseholdToxin"
"3603","T3D1138","Pollutant"
"3604","T3D1138","AirbornePollutant"
"3605","T3D1138","FoodToxin"
"3606","T3D1138","SyntheticToxin"
"3607","T3D1139","HouseholdToxin"
"3608","T3D1139","Pollutant"
"3609","T3D1139","AirbornePollutant"
"3610","T3D1139","FoodToxin"
"3611","T3D1139","NaturalToxin"
"3612","T3D1140","Industrial/WorkplaceToxin"
"3613","T3D1140","Pollutant"
"3614","T3D1140","AirbornePollutant"
"3615","T3D1140","FoodToxin"
"3616","T3D1140","SyntheticToxin"
"3617","T3D1141","Pollutant"
"3618","T3D1141","AirbornePollutant"
"3619","T3D1141","FoodToxin"
"3620","T3D1141","SyntheticToxin"
"3621","T3D1142","Pollutant"
"3622","T3D1142","AirbornePollutant"
"3623","T3D1142","FoodToxin"
"3624","T3D1142","SyntheticToxin"
"3625","T3D1143","Pollutant"
"3626","T3D1143","AirbornePollutant"
"3627","T3D1143","FoodToxin"
"3628","T3D1143","SyntheticToxin"
"3629","T3D1145","Pollutant"
"3630","T3D1145","AirbornePollutant"
"3631","T3D1145","FoodToxin"
"3632","T3D1145","NaturalToxin"
"3633","T3D1146","Pollutant"
"3634","T3D1146","AirbornePollutant"
"3635","T3D1146","FoodToxin"
"3636","T3D1146","SyntheticToxin"
"3637","T3D1147","Pollutant"
"3638","T3D1147","AirbornePollutant"
"3639","T3D1147","FoodToxin"
"3640","T3D1147","SyntheticToxin"
"3641","T3D1148","Pollutant"
"3642","T3D1148","AirbornePollutant"
"3643","T3D1148","FoodToxin"
"3644","T3D1148","NaturalToxin"
"3645","T3D1149","Pollutant"
"3646","T3D1149","AirbornePollutant"
"3647","T3D1149","FoodToxin"
"3648","T3D1149","SyntheticToxin"
"3649","T3D1150","Pollutant"
"3650","T3D1150","AirbornePollutant"
"3651","T3D1150","FoodToxin"
"3652","T3D1150","SyntheticToxin"
"3653","T3D1151","HouseholdToxin"
"3654","T3D1151","Pollutant"
"3655","T3D1151","AirbornePollutant"
"3656","T3D1151","FoodToxin"
"3657","T3D1151","SyntheticToxin"
"3658","T3D1152","Industrial/WorkplaceToxin"
"3659","T3D1152","Pollutant"
"3660","T3D1152","AirbornePollutant"
"3661","T3D1152","FoodToxin"
"3662","T3D1152","SyntheticToxin"
"3663","T3D1153","Pollutant"
"3664","T3D1153","AirbornePollutant"
"3665","T3D1153","FoodToxin"
"3666","T3D1153","SyntheticToxin"
"3667","T3D1154","Pollutant"
"3668","T3D1154","AirbornePollutant"
"3669","T3D1154","FoodToxin"
"3670","T3D1154","SyntheticToxin"
"3671","T3D1155","Pollutant"
"3672","T3D1155","AirbornePollutant"
"3673","T3D1155","FoodToxin"
"3674","T3D1155","SyntheticToxin"
"3675","T3D1156","Pollutant"
"3676","T3D1156","AirbornePollutant"
"3677","T3D1156","FoodToxin"
"3678","T3D1156","SyntheticToxin"
"3679","T3D1157","HouseholdToxin"
"3680","T3D1157","Industrial/WorkplaceToxin"
"3681","T3D1157","FoodToxin"
"3682","T3D1157","SyntheticToxin"
"3683","T3D1158","HouseholdToxin"
"3684","T3D1158","Pollutant"
"3685","T3D1158","AirbornePollutant"
"3686","T3D1158","FoodToxin"
"3687","T3D1158","SyntheticToxin"
"3688","T3D1159","Pollutant"
"3689","T3D1159","AirbornePollutant"
"3690","T3D1159","FoodToxin"
"3691","T3D1159","SyntheticToxin"
"3692","T3D1160","Industrial/WorkplaceToxin"
"3693","T3D1160","Pollutant"
"3694","T3D1160","AirbornePollutant"
"3695","T3D1160","SyntheticToxin"
"3696","T3D1161","Industrial/WorkplaceToxin"
"3697","T3D1161","Pollutant"
"3698","T3D1161","AirbornePollutant"
"3699","T3D1161","SyntheticToxin"
"3700","T3D1162","Industrial/WorkplaceToxin"
"3701","T3D1162","Pollutant"
"3702","T3D1162","AirbornePollutant"
"3703","T3D1162","SyntheticToxin"
"3704","T3D1163","Industrial/WorkplaceToxin"
"3705","T3D1163","Pollutant"
"3706","T3D1163","AirbornePollutant"
"3707","T3D1163","SyntheticToxin"
"3708","T3D1164","Industrial/WorkplaceToxin"
"3709","T3D1164","Pollutant"
"3710","T3D1164","AirbornePollutant"
"3711","T3D1164","SyntheticToxin"
"3712","T3D1165","Industrial/WorkplaceToxin"
"3713","T3D1165","Pollutant"
"3714","T3D1165","AirbornePollutant"
"3715","T3D1165","SyntheticToxin"
"3716","T3D1166","Industrial/WorkplaceToxin"
"3717","T3D1166","Pollutant"
"3718","T3D1166","AirbornePollutant"
"3719","T3D1166","SyntheticToxin"
"3720","T3D1167","Industrial/WorkplaceToxin"
"3721","T3D1167","Pollutant"
"3722","T3D1167","AirbornePollutant"
"3723","T3D1167","SyntheticToxin"
"3724","T3D1168","Industrial/WorkplaceToxin"
"3725","T3D1168","Pollutant"
"3726","T3D1168","AirbornePollutant"
"3727","T3D1168","SyntheticToxin"
"3728","T3D1169","Industrial/WorkplaceToxin"
"3729","T3D1169","Pollutant"
"3730","T3D1169","AirbornePollutant"
"3731","T3D1169","SyntheticToxin"
"3732","T3D1170","Industrial/WorkplaceToxin"
"3733","T3D1170","Pollutant"
"3734","T3D1170","AirbornePollutant"
"3735","T3D1170","SyntheticToxin"
"3736","T3D1172","Industrial/WorkplaceToxin"
"3737","T3D1172","Pollutant"
"3738","T3D1172","AirbornePollutant"
"3739","T3D1172","SyntheticToxin"
"3740","T3D1173","Industrial/WorkplaceToxin"
"3741","T3D1173","Pollutant"
"3742","T3D1173","AirbornePollutant"
"3743","T3D1173","SyntheticToxin"
"3744","T3D1174","Industrial/WorkplaceToxin"
"3745","T3D1174","Pollutant"
"3746","T3D1174","AirbornePollutant"
"3747","T3D1174","SyntheticToxin"
"3748","T3D1175","Industrial/WorkplaceToxin"
"3749","T3D1175","Pollutant"
"3750","T3D1175","AirbornePollutant"
"3751","T3D1175","SyntheticToxin"
"3752","T3D1176","Industrial/WorkplaceToxin"
"3753","T3D1176","Pollutant"
"3754","T3D1176","AirbornePollutant"
"3755","T3D1176","SyntheticToxin"
"3756","T3D1177","Industrial/WorkplaceToxin"
"3757","T3D1177","Pollutant"
"3758","T3D1177","AirbornePollutant"
"3759","T3D1177","SyntheticToxin"
"3760","T3D1179","Industrial/WorkplaceToxin"
"3761","T3D1179","Pollutant"
"3762","T3D1179","AirbornePollutant"
"3763","T3D1179","SyntheticToxin"
"3764","T3D1180","Industrial/WorkplaceToxin"
"3765","T3D1180","Pollutant"
"3766","T3D1180","AirbornePollutant"
"3767","T3D1180","SyntheticToxin"
"3768","T3D1181","Industrial/WorkplaceToxin"
"3769","T3D1181","Pollutant"
"3770","T3D1181","AirbornePollutant"
"3771","T3D1181","SyntheticToxin"
"3772","T3D1182","Industrial/WorkplaceToxin"
"3773","T3D1182","Pollutant"
"3774","T3D1182","AirbornePollutant"
"3775","T3D1182","SyntheticToxin"
"3776","T3D1183","Industrial/WorkplaceToxin"
"3777","T3D1183","Pollutant"
"3778","T3D1183","AirbornePollutant"
"3779","T3D1183","SyntheticToxin"
"3780","T3D1184","Industrial/WorkplaceToxin"
"3781","T3D1184","SyntheticToxin"
"3782","T3D1185","Industrial/WorkplaceToxin"
"3783","T3D1185","Pollutant"
"3784","T3D1185","AirbornePollutant"
"3785","T3D1185","SyntheticToxin"
"3786","T3D1186","Industrial/WorkplaceToxin"
"3787","T3D1186","SyntheticToxin"
"3788","T3D1187","Industrial/WorkplaceToxin"
"3789","T3D1187","SyntheticToxin"
"3790","T3D1188","FoodToxin"
"3791","T3D1188","SyntheticToxin"
"3792","T3D1189","Industrial/WorkplaceToxin"
"3793","T3D1189","Pollutant"
"3794","T3D1189","AirbornePollutant"
"3795","T3D1189","SyntheticToxin"
"3796","T3D1190","Industrial/WorkplaceToxin"
"3797","T3D1190","SyntheticToxin"
"3798","T3D1191","Industrial/WorkplaceToxin"
"3799","T3D1191","SyntheticToxin"
"3800","T3D1193","HouseholdToxin"
"3801","T3D1193","FoodToxin"
"3802","T3D1193","SyntheticToxin"
"3803","T3D1194","Pesticide"
"3804","T3D1194","HouseholdToxin"
"3805","T3D1194","NaturalToxin"
"3806","T3D1195","HouseholdToxin"
"3807","T3D1195","Industrial/WorkplaceToxin"
"3808","T3D1195","NaturalToxin"
"3809","T3D1196","Industrial/WorkplaceToxin"
"3810","T3D1196","SyntheticToxin"
"3811","T3D1197","Industrial/WorkplaceToxin"
"3812","T3D1197","NaturalToxin"
"3813","T3D1198","Industrial/WorkplaceToxin"
"3814","T3D1198","NaturalToxin"
"3815","T3D1199","Industrial/WorkplaceToxin"
"3816","T3D1199","SyntheticToxin"
"3817","T3D1200","Industrial/WorkplaceToxin"
"3818","T3D1200","SyntheticToxin"
"3819","T3D1201","Pesticide"
"3820","T3D1201","NaturalToxin"
"3821","T3D1202","Industrial/WorkplaceToxin"
"3822","T3D1202","FoodToxin"
"3823","T3D1202","NaturalToxin"
"3824","T3D1203","Industrial/WorkplaceToxin"
"3825","T3D1203","SyntheticToxin"
"3826","T3D1204","Industrial/WorkplaceToxin"
"3827","T3D1204","SyntheticToxin"
"3828","T3D1206","Industrial/WorkplaceToxin"
"3829","T3D1206","SyntheticToxin"
"3830","T3D1207","Industrial/WorkplaceToxin"
"3831","T3D1207","SyntheticToxin"
"3832","T3D1208","Pesticide"
"3833","T3D1208","HouseholdToxin"
"3834","T3D1208","SyntheticToxin"
"3835","T3D1209","Industrial/WorkplaceToxin"
"3836","T3D1209","SyntheticToxin"
"3837","T3D1211","Pesticide"
"3838","T3D1211","NaturalToxin"
"3839","T3D1212","Industrial/WorkplaceToxin"
"3840","T3D1212","SyntheticToxin"
"3841","T3D1215","Pesticide"
"3842","T3D1215","HouseholdToxin"
"3843","T3D1215","Industrial/WorkplaceToxin"
"3844","T3D1215","FoodToxin"
"3845","T3D1215","NaturalToxin"
"3846","T3D1217","Industrial/WorkplaceToxin"
"3847","T3D1217","SyntheticToxin"
"3848","T3D1219","Pesticide"
"3849","T3D1219","SyntheticToxin"
"3850","T3D1220","Industrial/WorkplaceToxin"
"3851","T3D1220","SyntheticToxin"
"3852","T3D1221","Industrial/WorkplaceToxin"
"3853","T3D1221","SyntheticToxin"
"3854","T3D1222","Industrial/WorkplaceToxin"
"3855","T3D1222","SyntheticToxin"
"3856","T3D1223","Industrial/WorkplaceToxin"
"3857","T3D1223","SyntheticToxin"
"3858","T3D1224","Industrial/WorkplaceToxin"
"3859","T3D1224","SyntheticToxin"
"3860","T3D1225","Pesticide"
"3861","T3D1225","Industrial/WorkplaceToxin"
"3862","T3D1225","SyntheticToxin"
"3863","T3D1226","Industrial/WorkplaceToxin"
"3864","T3D1226","SyntheticToxin"
"3865","T3D1227","Industrial/WorkplaceToxin"
"3866","T3D1227","SyntheticToxin"
"3867","T3D1228","Industrial/WorkplaceToxin"
"3868","T3D1228","SyntheticToxin"
"3869","T3D1229","HouseholdToxin"
"3870","T3D1229","Industrial/WorkplaceToxin"
"3871","T3D1229","SyntheticToxin"
"3872","T3D1230","HouseholdToxin"
"3873","T3D1230","Industrial/WorkplaceToxin"
"3874","T3D1230","SyntheticToxin"
"3875","T3D1231","Industrial/WorkplaceToxin"
"3876","T3D1231","SyntheticToxin"
"3877","T3D1232","HouseholdToxin"
