"","accession","categories"
"8978","T3D3799","HouseholdToxin"
"8979","T3D3799","FoodToxin"
"8980","T3D3799","SyntheticToxin"
"8981","T3D3799","Pesticide"
"8982","T3D3800","Pesticide"
"8983","T3D3800","FoodToxin"
"8984","T3D3800","SyntheticToxin"
"8985","T3D3801","Pesticide"
"8986","T3D3801","SyntheticToxin"
"8987","T3D3802","Pesticide"
"8988","T3D3802","SyntheticToxin"
"8989","T3D3803","SyntheticToxin"
"8990","T3D3803","Pesticide"
"8991","T3D3804","Pesticide"
"8992","T3D3804","HouseholdToxin"
"8993","T3D3804","Pollutant"
"8994","T3D3804","AirbornePollutant"
"8995","T3D3804","SyntheticToxin"
"8996","T3D3805","SyntheticToxin"
"8997","T3D3805","Pesticide"
"8998","T3D3806","Pesticide"
"8999","T3D3806","SyntheticToxin"
"9000","T3D3807","FoodToxin"
"9001","T3D3807","SyntheticToxin"
"9002","T3D3808","Pesticide"
"9003","T3D3808","FoodToxin"
"9004","T3D3808","SyntheticToxin"
"9005","T3D3809","Pesticide"
"9006","T3D3809","SyntheticToxin"
"9007","T3D3810","SyntheticToxin"
"9008","T3D3810","Pesticide"
"9009","T3D3811","Pesticide"
"9010","T3D3811","SyntheticToxin"
"9011","T3D3812","SyntheticToxin"
"9012","T3D3812","Pesticide"
"9013","T3D3813","SyntheticToxin"
"9014","T3D3813","Pesticide"
"9015","T3D3814","HouseholdToxin"
"9016","T3D3814","SyntheticToxin"
"9017","T3D3815","Pesticide"
"9018","T3D3815","SyntheticToxin"
"9019","T3D3816","Industrial/WorkplaceToxin"
"9020","T3D3816","SyntheticToxin"
"9021","T3D3817","SyntheticToxin"
"9022","T3D3817","Pesticide"
"9023","T3D3818","SyntheticToxin"
"9024","T3D3818","Pesticide"
"9025","T3D3819","Pesticide"
"9026","T3D3819","SyntheticToxin"
"9027","T3D3820","Pesticide"
"9028","T3D3820","FoodToxin"
"9029","T3D3820","SyntheticToxin"
"9030","T3D3821","Pesticide"
"9031","T3D3821","Industrial/WorkplaceToxin"
"9032","T3D3821","SyntheticToxin"
"9033","T3D3822","Pesticide"
"9034","T3D3822","SyntheticToxin"
"9035","T3D3823","Pesticide"
"9036","T3D3823","FoodToxin"
"9037","T3D3823","SyntheticToxin"
"9038","T3D3824","SyntheticToxin"
"9039","T3D3824","Pesticide"
"9040","T3D3825","SyntheticToxin"
"9041","T3D3825","Pesticide"
"9042","T3D3826","SyntheticToxin"
"9043","T3D3826","Pesticide"
"9044","T3D3827","HouseholdToxin"
"9045","T3D3827","SyntheticToxin"
"9046","T3D3828","Pesticide"
"9047","T3D3828","SyntheticToxin"
"9048","T3D3829","SyntheticToxin"
"9049","T3D3829","Pesticide"
"9050","T3D3830","SyntheticToxin"
"9051","T3D3830","Pesticide"
"9052","T3D3831","Pesticide"
"9053","T3D3831","SyntheticToxin"
"9054","T3D3832","FoodToxin"
"9055","T3D3832","SyntheticToxin"
"9056","T3D3832","Pesticide"
"9057","T3D3833","Pesticide"
"9058","T3D3833","Industrial/WorkplaceToxin"
"9059","T3D3833","SyntheticToxin"
"9060","T3D3834","Pesticide"
"9061","T3D3834","SyntheticToxin"
"9062","T3D3835","HouseholdToxin"
"9063","T3D3835","Industrial/WorkplaceToxin"
"9064","T3D3835","SyntheticToxin"
"9065","T3D3835","Pesticide"
"9066","T3D3836","SyntheticToxin"
"9067","T3D3836","Pesticide"
"9068","T3D3837","Pesticide"
"9069","T3D3837","FoodToxin"
"9070","T3D3837","SyntheticToxin"
"9071","T3D3838","Pesticide"
"9072","T3D3838","SyntheticToxin"
"9073","T3D3839","Pesticide"
"9074","T3D3839","SyntheticToxin"
"9075","T3D3840","SyntheticToxin"
"9076","T3D3840","Pesticide"
"9077","T3D3841","Pesticide"
"9078","T3D3841","HouseholdToxin"
"9079","T3D3841","SyntheticToxin"
"9080","T3D3842","SyntheticToxin"
"9081","T3D3842","Pesticide"
"9082","T3D3843","SyntheticToxin"
"9083","T3D3843","Pesticide"
"9084","T3D3844","SyntheticToxin"
"9085","T3D3844","Pesticide"
"9086","T3D3845","SyntheticToxin"
"9087","T3D3845","Pesticide"
"9088","T3D3846","Pesticide"
"9089","T3D3846","FoodToxin"
"9090","T3D3846","SyntheticToxin"
"9091","T3D3847","Pesticide"
"9092","T3D3847","Industrial/WorkplaceToxin"
"9093","T3D3847","FoodToxin"
"9094","T3D3847","SyntheticToxin"
"9095","T3D3848","SyntheticToxin"
"9096","T3D3848","Pesticide"
"9097","T3D3849","Industrial/WorkplaceToxin"
"9098","T3D3849","SyntheticToxin"
"9099","T3D3849","Pesticide"
"9100","T3D3850","Pesticide"
"9101","T3D3850","FoodToxin"
"9102","T3D3850","SyntheticToxin"
"9103","T3D3851","SyntheticToxin"
"9104","T3D3851","Pesticide"
"9105","T3D3852","Pesticide"
"9106","T3D3852","SyntheticToxin"
"9107","T3D3853","Pesticide"
"9108","T3D3853","FoodToxin"
"9109","T3D3853","SyntheticToxin"
"9110","T3D3855","SyntheticToxin"
"9111","T3D3855","Pesticide"
"9112","T3D3856","Pesticide"
"9113","T3D3856","HouseholdToxin"
"9114","T3D3856","FoodToxin"
"9115","T3D3856","SyntheticToxin"
"9116","T3D3857","Pesticide"
"9117","T3D3857","Industrial/WorkplaceToxin"
"9118","T3D3857","SyntheticToxin"
"9119","T3D3858","Pesticide"
"9120","T3D3858","SyntheticToxin"
"9121","T3D3859","HouseholdToxin"
"9122","T3D3859","SyntheticToxin"
"9123","T3D3860","Pesticide"
"9124","T3D3860","FoodToxin"
"9125","T3D3860","SyntheticToxin"
"9126","T3D3861","SyntheticToxin"
"9127","T3D3861","Pesticide"
"9128","T3D3862","SyntheticToxin"
"9129","T3D3862","Pesticide"
"9130","T3D3863","SyntheticToxin"
"9131","T3D3863","Pesticide"
"9132","T3D3864","Pesticide"
"9133","T3D3864","HouseholdToxin"
"9134","T3D3864","SyntheticToxin"
"9135","T3D3865","SyntheticToxin"
"9136","T3D3865","Pesticide"
"9137","T3D3866","Pesticide"
"9138","T3D3866","FoodToxin"
"9139","T3D3866","SyntheticToxin"
"9140","T3D3867","SyntheticToxin"
"9141","T3D3867","Pesticide"
"9142","T3D3868","SyntheticToxin"
"9143","T3D3868","Pesticide"
"9144","T3D3869","SyntheticToxin"
"9145","T3D3869","Pesticide"
"9146","T3D3870","Drug"
"9147","T3D3870","Pesticide"
"9148","T3D3870","HouseholdToxin"
"9149","T3D3870","SyntheticToxin"
"9150","T3D3871","Pesticide"
"9151","T3D3871","Industrial/WorkplaceToxin"
"9152","T3D3871","SyntheticToxin"
"9153","T3D3872","Pesticide"
"9154","T3D3872","HouseholdToxin"
"9155","T3D3872","Pollutant"
"9156","T3D3872","AirbornePollutant"
"9157","T3D3872","SyntheticToxin"
"9158","T3D3873","Industrial/WorkplaceToxin"
"9159","T3D3873","FoodToxin"
"9160","T3D3873","SyntheticToxin"
"9161","T3D3874","SyntheticToxin"
"9162","T3D3874","Pesticide"
"9163","T3D3875","SyntheticToxin"
"9164","T3D3875","Pesticide"
"9165","T3D3877","SyntheticToxin"
"9166","T3D3877","Pesticide"
"9167","T3D3878","Pesticide"
"9168","T3D3878","FoodToxin"
"9169","T3D3878","SyntheticToxin"
"9170","T3D3879","Pesticide"
"9171","T3D3879","SyntheticToxin"
"9172","T3D3880","Pesticide"
"9173","T3D3880","SyntheticToxin"
"9174","T3D3881","Industrial/WorkplaceToxin"
"9175","T3D3881","SyntheticToxin"
"9176","T3D3882","Pesticide"
"9177","T3D3882","SyntheticToxin"
"9178","T3D3883","Pesticide"
"9179","T3D3883","SyntheticToxin"
"9180","T3D3884","Pesticide"
"9181","T3D3884","SyntheticToxin"
"9182","T3D3885","HouseholdToxin"
"9183","T3D3885","SyntheticToxin"
"9184","T3D3886","HouseholdToxin"
"9185","T3D3886","Industrial/WorkplaceToxin"
"9186","T3D3886","FoodToxin"
"9187","T3D3886","SyntheticToxin"
"9188","T3D3887","SyntheticToxin"
"9189","T3D3887","Pesticide"
"9190","T3D3888","Pesticide"
"9191","T3D3888","FoodToxin"
"9192","T3D3888","SyntheticToxin"
"9193","T3D3889","Pesticide"
"9194","T3D3889","HouseholdToxin"
"9195","T3D3889","SyntheticToxin"
"9196","T3D3890","SyntheticToxin"
"9197","T3D3890","Pesticide"
"9198","T3D3891","Drug"
"9199","T3D3891","Pesticide"
"9200","T3D3891","SyntheticToxin"
"9201","T3D3892","Industrial/WorkplaceToxin"
"9202","T3D3892","SyntheticToxin"
"9203","T3D3893","SyntheticToxin"
"9204","T3D3893","Pesticide"
"9205","T3D3894","SyntheticToxin"
"9206","T3D3894","Pesticide"
"9207","T3D3895","SyntheticToxin"
"9208","T3D3895","Pesticide"
"9209","T3D3896","HouseholdToxin"
"9210","T3D3896","SyntheticToxin"
"9211","T3D3896","Pesticide"
"9212","T3D3897","SyntheticToxin"
"9213","T3D3897","Pesticide"
"9214","T3D3898","SyntheticToxin"
"9215","T3D3898","Pesticide"
"9216","T3D3899","Industrial/WorkplaceToxin"
"9217","T3D3899","Pollutant"
"9218","T3D3899","SyntheticToxin"
"9219","T3D3900","Industrial/WorkplaceToxin"
"9220","T3D3900","Pollutant"
"9221","T3D3900","AirbornePollutant"
"9222","T3D3900","FoodToxin"
"9223","T3D3900","SyntheticToxin"
"9224","T3D3901","Pesticide"
"9225","T3D3901","SyntheticToxin"
"9226","T3D3902","SyntheticToxin"
"9227","T3D3902","Pesticide"
"9228","T3D3903","Pesticide"
"9229","T3D3903","SyntheticToxin"
"9230","T3D3904","Industrial/WorkplaceToxin"
"9231","T3D3904","SyntheticToxin"
"9232","T3D3905","HouseholdToxin"
"9233","T3D3905","SyntheticToxin"
"9234","T3D3905","Pesticide"
"9235","T3D3906","Pesticide"
"9236","T3D3906","SyntheticToxin"
"9237","T3D3907","Pesticide"
"9238","T3D3907","SyntheticToxin"
"9239","T3D3908","Pesticide"
"9240","T3D3908","SyntheticToxin"
"9241","T3D3909","HouseholdToxin"
"9242","T3D3909","SyntheticToxin"
"9243","T3D3909","Pesticide"
"9244","T3D3910","Pesticide"
"9245","T3D3910","HouseholdToxin"
"9246","T3D3910","SyntheticToxin"
"9247","T3D3911","SyntheticToxin"
"9248","T3D3911","Pesticide"
"9249","T3D3912","Industrial/WorkplaceToxin"
"9250","T3D3912","SyntheticToxin"
"9251","T3D3912","Pesticide"
"9252","T3D3913","SyntheticToxin"
"9253","T3D3913","Pesticide"
"9254","T3D3914","Pesticide"
"9255","T3D3914","SyntheticToxin"
"9256","T3D3915","SyntheticToxin"
"9257","T3D3915","Pesticide"
"9258","T3D3916","Pesticide"
"9259","T3D3916","HouseholdToxin"
"9260","T3D3916","SyntheticToxin"
"9261","T3D3917","SyntheticToxin"
"9262","T3D3917","Pesticide"
"9263","T3D3918","Pesticide"
"9264","T3D3918","HouseholdToxin"
"9265","T3D3918","SyntheticToxin"
"9266","T3D3919","SyntheticToxin"
"9267","T3D3919","Pesticide"
"9268","T3D3920","HouseholdToxin"
"9269","T3D3920","SyntheticToxin"
"9270","T3D3921","SyntheticToxin"
"9271","T3D3921","Pesticide"
"9272","T3D3922","Pesticide"
"9273","T3D3922","HouseholdToxin"
"9274","T3D3922","SyntheticToxin"
"9275","T3D3923","SyntheticToxin"
"9276","T3D3923","Pesticide"
"9277","T3D3924","Pesticide"
"9278","T3D3924","FoodToxin"
"9279","T3D3924","SyntheticToxin"
"9280","T3D3925","Pesticide"
"9281","T3D3925","SyntheticToxin"
"9282","T3D3926","SyntheticToxin"
"9283","T3D3926","Pesticide"
"9284","T3D3927","SyntheticToxin"
"9285","T3D3927","Pesticide"
"9286","T3D3928","SyntheticToxin"
"9287","T3D3928","Pesticide"
"9288","T3D3929","SyntheticToxin"
"9289","T3D3929","Pesticide"
"9290","T3D3930","SyntheticToxin"
"9291","T3D3930","Pesticide"
"9292","T3D3931","Drug"
"9293","T3D3931","Pesticide"
"9294","T3D3931","HouseholdToxin"
"9295","T3D3931","FoodToxin"
"9296","T3D3931","SyntheticToxin"
"9297","T3D3932","Pesticide"
"9298","T3D3932","SyntheticToxin"
"9299","T3D3933","Pesticide"
"9300","T3D3933","FoodToxin"
"9301","T3D3933","SyntheticToxin"
"9302","T3D3934","Pesticide"
"9303","T3D3934","SyntheticToxin"
"9304","T3D3935","SyntheticToxin"
"9305","T3D3935","Pesticide"
"9306","T3D3936","SyntheticToxin"
"9307","T3D3936","Pesticide"
"9308","T3D3937","Pesticide"
"9309","T3D3937","SyntheticToxin"
"9310","T3D3938","Pesticide"
"9311","T3D3938","HouseholdToxin"
"9312","T3D3938","SyntheticToxin"
"9313","T3D3939","Drug"
"9314","T3D3939","HouseholdToxin"
"9315","T3D3939","FoodToxin"
"9316","T3D3939","SyntheticToxin"
"9317","T3D3940","SyntheticToxin"
"9318","T3D3940","Pesticide"
"9319","T3D3941","SyntheticToxin"
"9320","T3D3941","Pesticide"
"9321","T3D3942","Pesticide"
"9322","T3D3942","SyntheticToxin"
"9323","T3D3944","Industrial/WorkplaceToxin"
"9324","T3D3944","SyntheticToxin"
"9325","T3D3945","Industrial/WorkplaceToxin"
"9326","T3D3945","FoodToxin"
"9327","T3D3945","SyntheticToxin"
"9328","T3D3946","FoodToxin"
"9329","T3D3946","SyntheticToxin"
"9330","T3D3947","Industrial/WorkplaceToxin"
"9331","T3D3947","SyntheticToxin"
"9332","T3D3948","Industrial/WorkplaceToxin"
"9333","T3D3948","SyntheticToxin"
"9334","T3D3949","Industrial/WorkplaceToxin"
"9335","T3D3949","SyntheticToxin"
"9336","T3D3950","Drug"
"9337","T3D3950","SyntheticToxin"
"9338","T3D3951","Drug"
"9339","T3D3951","SyntheticToxin"
"9340","T3D3952","Drug"
"9341","T3D3952","SyntheticToxin"
"9342","T3D3953","Drug"
"9343","T3D3953","FoodToxin"
"9344","T3D3953","SyntheticToxin"
"9345","T3D3954","Drug"
"9346","T3D3954","SyntheticToxin"
"9347","T3D3955","Drug"
"9348","T3D3955","SyntheticToxin"
"9349","T3D3956","Industrial/WorkplaceToxin"
"9350","T3D3956","FoodToxin"
"9351","T3D3956","NaturalToxin"
"9352","T3D3956","AnimalToxin"
"9353","T3D3957","HouseholdToxin"
"9354","T3D3957","Industrial/WorkplaceToxin"
"9355","T3D3957","FoodToxin"
"9356","T3D3957","NaturalToxin"
"9357","T3D3958","Pesticide"
"9358","T3D3958","FoodToxin"
"9359","T3D3958","NaturalToxin"
"9360","T3D3958","AnimalToxin"
"9361","T3D3959","HouseholdToxin"
"9362","T3D3959","Industrial/WorkplaceToxin"
"9363","T3D3959","Pollutant"
"9364","T3D3959","FoodToxin"
"9365","T3D3959","NaturalToxin"
"9366","T3D3960","Pesticide"
"9367","T3D3960","Industrial/WorkplaceToxin"
"9368","T3D3960","FoodToxin"
"9369","T3D3960","NaturalToxin"
"9370","T3D3960","AnimalToxin"
"9371","T3D3961","HouseholdToxin"
"9372","T3D3961","FoodToxin"
"9373","T3D3961","NaturalToxin"
"9374","T3D3961","AnimalToxin"
"9375","T3D3962","Industrial/WorkplaceToxin"
"9376","T3D3962","FoodToxin"
"9377","T3D3962","NaturalToxin"
"9378","T3D3962","AnimalToxin"
"9379","T3D3963","Industrial/WorkplaceToxin"
"9380","T3D3963","PlantToxin"
"9381","T3D3963","FoodToxin"
"9382","T3D3963","NaturalToxin"
"9383","T3D3964","Industrial/WorkplaceToxin"
"9384","T3D3964","PlantToxin"
"9385","T3D3964","FoodToxin"
"9386","T3D3964","NaturalToxin"
"9387","T3D3965","Industrial/WorkplaceToxin"
"9388","T3D3965","FoodToxin"
"9389","T3D3965","NaturalToxin"
"9390","T3D3965","AnimalToxin"
"9391","T3D3967","Industrial/WorkplaceToxin"
"9392","T3D3967","FoodToxin"
"9393","T3D3967","NaturalToxin"
"9394","T3D3967","AnimalToxin"
"9395","T3D3968","Pesticide"
"9396","T3D3968","HouseholdToxin"
"9397","T3D3968","NaturalToxin"
"9398","T3D3968","AnimalToxin"
"9399","T3D3969","Pesticide"
"9400","T3D3969","FoodToxin"
"9401","T3D3969","SyntheticToxin"
"9402","T3D3970","Pesticide"
"9403","T3D3970","FoodToxin"
"9404","T3D3970","SyntheticToxin"
"9405","T3D3971","CigaretteToxin"
"9406","T3D3971","FoodToxin"
"9407","T3D3971","NaturalToxin"
"9408","T3D3971","AnimalToxin"
"9409","T3D3973","Industrial/WorkplaceToxin"
"9410","T3D3973","FoodToxin"
"9411","T3D3973","NaturalToxin"
"9412","T3D3973","AnimalToxin"
"9413","T3D3974","Industrial/WorkplaceToxin"
"9414","T3D3974","FoodToxin"
"9415","T3D3974","NaturalToxin"
"9416","T3D3975","Industrial/WorkplaceToxin"
"9417","T3D3975","Pollutant"
"9418","T3D3975","AirbornePollutant"
"9419","T3D3975","SyntheticToxin"
"9420","T3D3976","HouseholdToxin"
"9421","T3D3976","Industrial/WorkplaceToxin"
"9422","T3D3976","PlantToxin"
"9423","T3D3976","FoodToxin"
"9424","T3D3976","NaturalToxin"
"9425","T3D3977","HouseholdToxin"
"9426","T3D3977","Industrial/WorkplaceToxin"
"9427","T3D3977","PlantToxin"
"9428","T3D3977","FoodToxin"
"9429","T3D3977","NaturalToxin"
"9430","T3D3978","HouseholdToxin"
"9431","T3D3978","Industrial/WorkplaceToxin"
"9432","T3D3978","FoodToxin"
"9433","T3D3978","SyntheticToxin"
"9434","T3D3979","HouseholdToxin"
"9435","T3D3979","Industrial/WorkplaceToxin"
"9436","T3D3979","FoodToxin"
"9437","T3D3979","SyntheticToxin"
"9438","T3D3980","HouseholdToxin"
"9439","T3D3980","Industrial/WorkplaceToxin"
"9440","T3D3980","FoodToxin"
"9441","T3D3980","SyntheticToxin"
"9442","T3D3981","HouseholdToxin"
"9443","T3D3981","FoodToxin"
"9444","T3D3981","NaturalToxin"
"9445","T3D3981","PlantToxin"
"9446","T3D3982","Industrial/WorkplaceToxin"
"9447","T3D3982","FoodToxin"
"9448","T3D3982","SyntheticToxin"
"9449","T3D3984","Industrial/WorkplaceToxin"
"9450","T3D3984","SyntheticToxin"
"9451","T3D3985","Industrial/WorkplaceToxin"
"9452","T3D3985","SyntheticToxin"
"9453","T3D3990","Industrial/WorkplaceToxin"
"9454","T3D3990","SyntheticToxin"
"9455","T3D3991","Industrial/WorkplaceToxin"
"9456","T3D3991","SyntheticToxin"
"9457","T3D3992","Industrial/WorkplaceToxin"
"9458","T3D3992","Pollutant"
"9459","T3D3992","AirbornePollutant"
"9460","T3D3992","FoodToxin"
"9461","T3D3992","NaturalToxin"
"9462","T3D3999","FoodToxin"
"9463","T3D3999","SyntheticToxin"
"9464","T3D3999","Pollutant"
"9465","T3D4001","SyntheticToxin"
"9466","T3D4001","Pollutant"
"9467","T3D4005","FoodToxin"
"9468","T3D4005","SyntheticToxin"
"9469","T3D4005","Pollutant"
"9470","T3D4006","Industrial/WorkplaceToxin"
"9471","T3D4006","SyntheticToxin"
"9472","T3D4015","PlantToxin"
"9473","T3D4015","FoodToxin"
"9474","T3D4015","NaturalToxin"
"9475","T3D4016","Drug"
"9476","T3D4016","SyntheticToxin"
"9477","T3D4017","Drug"
"9478","T3D4017","SyntheticToxin"
"9479","T3D4018","Drug"
"9480","T3D4018","SyntheticToxin"
"9481","T3D4019","Drug"
"9482","T3D4019","PlantToxin"
"9483","T3D4019","NaturalToxin"
"9484","T3D4020","Drug"
"9485","T3D4020","PlantToxin"
"9486","T3D4020","NaturalToxin"
"9487","T3D4021","Drug"
"9488","T3D4021","SyntheticToxin"
"9489","T3D4022","PlantToxin"
"9490","T3D4022","FoodToxin"
"9491","T3D4022","NaturalToxin"
"9492","T3D4023","AnimalToxin"
"9493","T3D4023","FoodToxin"
"9494","T3D4023","NaturalToxin"
"9495","T3D4024","PlantToxin"
"9496","T3D4024","FoodToxin"
"9497","T3D4024","NaturalToxin"
"9498","T3D4025","PlantToxin"
"9499","T3D4025","FoodToxin"
"9500","T3D4025","NaturalToxin"
"9501","T3D4026","PlantToxin"
"9502","T3D4026","FoodToxin"
"9503","T3D4026","NaturalToxin"
"9504","T3D4027","PlantToxin"
"9505","T3D4027","FoodToxin"
"9506","T3D4027","NaturalToxin"
"9507","T3D4028","FoodToxin"
"9508","T3D4028","NaturalToxin"
"9509","T3D4028","PlantToxin"
"9510","T3D4029","AnimalToxin"
"9511","T3D4029","FoodToxin"
"9512","T3D4029","NaturalToxin"
"9513","T3D4030","AnimalToxin"
"9514","T3D4030","FoodToxin"
"9515","T3D4030","NaturalToxin"
"9516","T3D4032","FungalToxin"
"9517","T3D4032","FoodToxin"
"9518","T3D4032","NaturalToxin"
"9519","T3D4038","AnimalToxin"
"9520","T3D4038","FoodToxin"
"9521","T3D4038","NaturalToxin"
"9522","T3D4039","AnimalToxin"
"9523","T3D4039","FoodToxin"
"9524","T3D4039","NaturalToxin"
"9525","T3D4040","AnimalToxin"
"9526","T3D4040","FoodToxin"
"9527","T3D4040","NaturalToxin"
"9528","T3D4042","PlantToxin"
"9529","T3D4042","FoodToxin"
"9530","T3D4042","NaturalToxin"
"9531","T3D4050","PlantToxin"
"9532","T3D4050","FoodToxin"
"9533","T3D4050","NaturalToxin"
"9534","T3D4051","AnimalToxin"
"9535","T3D4051","FoodToxin"
"9536","T3D4051","NaturalToxin"
"9537","T3D4052","FungalToxin"
"9538","T3D4052","NaturalToxin"
"9539","T3D4053","FungalToxin"
"9540","T3D4053","NaturalToxin"
"9541","T3D4056","AnimalToxin"
"9542","T3D4056","BacterialToxin"
"9543","T3D4056","NaturalToxin"
"9544","T3D4059","PlantToxin"
"9545","T3D4059","NaturalToxin"
"9546","T3D4060","PlantToxin"
"9547","T3D4060","NaturalToxin"
"9548","T3D4061","PlantToxin"
"9549","T3D4061","NaturalToxin"
"9550","T3D4063","PlantToxin"
"9551","T3D4063","NaturalToxin"
"9552","T3D4064","PlantToxin"
"9553","T3D4064","NaturalToxin"
"9554","T3D4065","PlantToxin"
"9555","T3D4065","NaturalToxin"
"9556","T3D4066","Pesticide"
"9557","T3D4066","NaturalToxin"
"9558","T3D4066","PlantToxin"
"9559","T3D4067","PlantToxin"
"9560","T3D4067","FoodToxin"
"9561","T3D4067","NaturalToxin"
"9562","T3D4068","PlantToxin"
"9563","T3D4068","NaturalToxin"
"9564","T3D4069","Industrial/WorkplaceToxin"
"9565","T3D4069","NaturalToxin"
"9566","T3D4069","PlantToxin"
"9567","T3D4071","PlantToxin"
"9568","T3D4071","NaturalToxin"
"9569","T3D4073","PlantToxin"
"9570","T3D4073","NaturalToxin"
"9571","T3D4074","PlantToxin"
"9572","T3D4074","NaturalToxin"
"9573","T3D4078","PlantToxin"
"9574","T3D4078","NaturalToxin"
"9575","T3D4080","PlantToxin"
"9576","T3D4080","NaturalToxin"
"9577","T3D4081","PlantToxin"
"9578","T3D4081","NaturalToxin"
"9579","T3D4082","PlantToxin"
"9580","T3D4082","NaturalToxin"
"9581","T3D4083","PlantToxin"
"9582","T3D4083","NaturalToxin"
"9583","T3D4084","PlantToxin"
"9584","T3D4084","NaturalToxin"
"9585","T3D4086","PlantToxin"
"9586","T3D4086","NaturalToxin"
"9587","T3D4087","PlantToxin"
"9588","T3D4087","NaturalToxin"
"9589","T3D4088","BacterialToxin"
"9590","T3D4088","NaturalToxin"
"9591","T3D4092","PlantToxin"
"9592","T3D4092","FoodToxin"
"9593","T3D4092","NaturalToxin"
"9594","T3D4103","PlantToxin"
"9595","T3D4103","NaturalToxin"
"9596","T3D4113","PlantToxin"
"9597","T3D4113","NaturalToxin"
"9598","T3D4124","BacterialToxin"
"9599","T3D4124","NaturalToxin"
"9600","T3D4128","AnimalToxin"
"9601","T3D4128","NaturalToxin"
"9602","T3D4138","Pesticide"
"9603","T3D4138","BacterialToxin"
"9604","T3D4138","NaturalToxin"
"9605","T3D4148","UremicToxin"
"9606","T3D4148","Pesticide"
"9607","T3D4148","HouseholdToxin"
"9608","T3D4148","FoodToxin"
"9609","T3D4148","NaturalToxin"
"9610","T3D4149","UremicToxin"
"9611","T3D4149","FoodToxin"
"9612","T3D4149","NaturalToxin"
"9613","T3D4150","UremicToxin"
"9614","T3D4150","FoodToxin"
"9615","T3D4150","NaturalToxin"
"9616","T3D4151","UremicToxin"
"9617","T3D4151","HouseholdToxin"
"9618","T3D4151","Industrial/WorkplaceToxin"
"9619","T3D4151","FoodToxin"
"9620","T3D4151","NaturalToxin"
"9621","T3D4152","UremicToxin"
"9622","T3D4152","Industrial/WorkplaceToxin"
"9623","T3D4152","FoodToxin"
"9624","T3D4152","NaturalToxin"
"9625","T3D4153","UremicToxin"
"9626","T3D4153","Industrial/WorkplaceToxin"
"9627","T3D4153","FoodToxin"
"9628","T3D4153","NaturalToxin"
"9629","T3D4154","UremicToxin"
"9630","T3D4154","Drug"
"9631","T3D4154","FoodToxin"
"9632","T3D4154","NaturalToxin"
"9633","T3D4156","UremicToxin"
"9634","T3D4156","Drug"
"9635","T3D4156","HouseholdToxin"
"9636","T3D4156","FoodToxin"
"9637","T3D4156","NaturalToxin"
"9638","T3D4157","UremicToxin"
"9639","T3D4157","NaturalToxin"
"9640","T3D4158","UremicToxin"
"9641","T3D4158","Industrial/WorkplaceToxin"
"9642","T3D4158","FoodToxin"
"9643","T3D4158","NaturalToxin"
"9644","T3D4159","UremicToxin"
"9645","T3D4159","Industrial/WorkplaceToxin"
"9646","T3D4159","FoodToxin"
"9647","T3D4159","NaturalToxin"
"9648","T3D4160","UremicToxin"
"9649","T3D4160","FoodToxin"
"9650","T3D4160","NaturalToxin"
"9651","T3D4161","UremicToxin"
"9652","T3D4161","NaturalToxin"
"9653","T3D4162","UremicToxin"
"9654","T3D4162","FoodToxin"
"9655","T3D4162","NaturalToxin"
"9656","T3D4163","UremicToxin"
"9657","T3D4163","FoodToxin"
"9658","T3D4163","NaturalToxin"
"9659","T3D4164","UremicToxin"
"9660","T3D4164","Industrial/WorkplaceToxin"
"9661","T3D4164","FoodToxin"
"9662","T3D4164","NaturalToxin"
"9663","T3D4165","UremicToxin"
"9664","T3D4165","FoodToxin"
"9665","T3D4165","NaturalToxin"
"9666","T3D4166","UremicToxin"
"9667","T3D4166","Drug"
"9668","T3D4166","FoodToxin"
"9669","T3D4166","NaturalToxin"
"9670","T3D4167","UremicToxin"
"9671","T3D4167","FoodToxin"
"9672","T3D4167","NaturalToxin"
"9673","T3D4168","UremicToxin"
"9674","T3D4168","HouseholdToxin"
"9675","T3D4168","FoodToxin"
"9676","T3D4168","NaturalToxin"
"9677","T3D4169","UremicToxin"
"9678","T3D4169","FoodToxin"
"9679","T3D4169","NaturalToxin"
"9680","T3D4170","UremicToxin"
"9681","T3D4170","FoodToxin"
"9682","T3D4170","NaturalToxin"
"9683","T3D4171","UremicToxin"
"9684","T3D4171","Industrial/WorkplaceToxin"
"9685","T3D4171","FoodToxin"
"9686","T3D4171","NaturalToxin"
"9687","T3D4172","UremicToxin"
"9688","T3D4172","Drug"
"9689","T3D4172","FoodToxin"
"9690","T3D4172","NaturalToxin"
"9691","T3D4173","UremicToxin"
"9692","T3D4173","FoodToxin"
"9693","T3D4173","NaturalToxin"
"9694","T3D4174","UremicToxin"
"9695","T3D4174","FoodToxin"
"9696","T3D4174","NaturalToxin"
"9697","T3D4175","UremicToxin"
"9698","T3D4175","FoodToxin"
"9699","T3D4175","NaturalToxin"
"9700","T3D4176","UremicToxin"
"9701","T3D4176","FoodToxin"
"9702","T3D4176","NaturalToxin"
"9703","T3D4177","UremicToxin"
"9704","T3D4177","FoodToxin"
"9705","T3D4177","NaturalToxin"
"9706","T3D4178","UremicToxin"
"9707","T3D4178","FoodToxin"
"9708","T3D4178","NaturalToxin"
"9709","T3D4179","UremicToxin"
"9710","T3D4179","FoodToxin"
"9711","T3D4179","NaturalToxin"
